Advertiser,Advertiser Currency,Insertion Order,App/URL,Impressions,Clicks,Click Rate (CTR),Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency),Media Cost (Advertiser Currency)
,,,,2197134,4236,0.19%,0,0,0,486.320419,381.128855
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,999.md,194065,179,0.09%,0,0,0,29.437524,23.07016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twizz.ru,1140,0,0.00%,0,0,0,0.342703,0.268576
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,outlook.live.com,1136,0,0.00%,0,0,0,0.280206,0.219597
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,academia.edu,1123,2,0.18%,0,0,0,0.272121,0.213261
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vesti.ua,1113,2,0.18%,0,0,0,0.308038,0.241409
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,superbebe.ro,1106,0,0.00%,0,0,0,0.267191,0.209397
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,iaai.com,1100,0,0.00%,0,0,0,0.106934,0.083804
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mgnews.ro,1095,20,1.83%,0,0,0,1.390599,1.089811
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,casata.md,1073,2,0.19%,0,0,0,0.383499,0.300548
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wowbiz.ro,1072,1,0.09%,0,0,0,0.119205,0.093421
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,atlas-geografic.net,1069,1,0.09%,0,0,0,0.3453,0.270611
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vladtime.ru,1058,4,0.38%,0,0,0,0.383095,0.300231
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,doramatv.live,1055,3,0.28%,0,0,0,0.318001,0.249217
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,autonet.ru,1046,1,0.10%,0,0,0,0.254221,0.199233
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,click.ro,1046,0,0.00%,0,0,0,0.143047,0.112106
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,navolne.life,1035,1,0.10%,0,0,0,0.236775,0.18556
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,dexonline.net,1031,1,0.10%,0,0,0,0.129221,0.10127
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,picniccuvant.com,1030,0,0.00%,0,0,0,0.153773,0.120512
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,pandda.me,1026,0,0.00%,0,0,0,0.206676,0.161972
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fragrantica.ru,1023,0,0.00%,0,0,0,0.281474,0.220591
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,leafclover.club,1018,4,0.39%,0,0,0,0.284926,0.223296
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,eg.ru,1016,3,0.30%,0,0,0,0.288039,0.225736
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutorialspoint.com,1014,0,0.00%,0,0,0,0.153348,0.120179
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,aternos.org,1008,2,0.20%,0,0,0,0.161964,0.126931
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,lifter.com.ua,1008,3,0.30%,0,0,0,0.26059,0.204224
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ro.y8.com,1006,1,0.10%,0,0,0,0.177541,0.139139
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,casapost.ro,1003,0,0.00%,0,0,0,0.159145,0.124722
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,pluslike.info,991,0,0.00%,0,0,0,0.157961,0.123794
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gsp.ro,981,2,0.20%,0,0,0,0.112177,0.087913
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wmj.ru,979,1,0.10%,0,0,0,0.18363,0.143911
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Eyecon Phone + Reverse Lookup - iOS (1114370559),964,0,0.00%,0,0,0,0.369466,0.28955
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Mini Block Craft - Android (mini.block.craft.free.mc),964,11,1.14%,0,0,0,0.216736,0.169856
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tyisho.com,964,2,0.21%,0,0,0,0.221072,0.173254
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,livebizmedia.com,963,3,0.31%,0,0,0,0.261486,0.204926
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,antipriunil.ru,961,3,0.31%,0,0,0,0.214818,0.168353
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,infostiri.net,960,4,0.42%,0,0,0,0.369283,0.289407
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,zvez-dec.ru,956,3,0.31%,0,0,0,0.093834,0.073538
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,reddit.com,951,1,0.11%,0,0,0,0.228213,0.17885
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rusvesna.su,949,0,0.00%,0,0,0,0.131729,0.103236
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vremya.com.ua,929,2,0.22%,0,0,0,0.308955,0.242128
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,utro.ru,923,2,0.22%,0,0,0,0.376925,0.295396
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ava.md,906,1,0.11%,0,0,0,0.070075,0.054918
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fit4brain.com,899,2,0.22%,0,0,0,0.176855,0.138601
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cespun.eu,898,3,0.33%,0,0,0,0.271458,0.212741
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,passion.ru,896,2,0.22%,0,0,0,0.168387,0.131965
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,newsyou.info,892,1,0.11%,0,0,0,0.197367,0.154676
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ria.com,891,0,0.00%,0,0,0,0.188156,0.147458
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kleo.ru,887,3,0.34%,0,0,0,0.226919,0.177836
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,emakar.ru,879,5,0.57%,0,0,0,0.281595,0.220686
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unghiul.com,877,1,0.11%,0,0,0,0.273733,0.214524
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,yaplakal.com,872,0,0.00%,0,0,0,0.216052,0.16932
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,promovaremunca.ro,864,3,0.35%,0,0,0,0.350827,0.274943
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,telegraf.com.ua,862,1,0.12%,0,0,0,0.17265,0.135306
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,povar.ru,859,0,0.00%,0,0,0,0.187915,0.147269
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,okayno.ru,856,2,0.23%,0,0,0,0.228659,0.1792
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,yahoo.com,856,0,0.00%,0,0,0,0.220666,0.172936
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fandom.com,855,2,0.23%,0,0,0,0.169529,0.13286
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vazhno.ru,854,0,0.00%,0,0,0,0.297596,0.233226
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,binokl.cc,853,2,0.23%,0,0,0,0.258683,0.20273
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vseprosehh.ru,847,2,0.24%,0,0,0,0.236097,0.185029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,estisanatos.com,846,2,0.24%,0,0,0,0.098515,0.077206
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tamby.info,846,0,0.00%,0,0,0,0.158354,0.124102
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Master Craft - New Crafting game. - Android (com.krafts.building),841,37,4.40%,0,0,0,0.193306,0.151494
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toppovar.pro,834,2,0.24%,0,0,0,0.212265,0.166352
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fanatik.ro,833,2,0.24%,0,0,0,0.163653,0.128255
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,teleprogramma.pro,832,2,0.24%,0,0,0,0.295529,0.231606
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,calend.ru,825,1,0.12%,0,0,0,0.17537,0.137437
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,descopera.ro,825,4,0.49%,0,0,0,0.103315,0.080968
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,dom2.fans,814,1,0.12%,0,0,0,0.167073,0.130935
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,remontka.pro,814,0,0.00%,0,0,0,0.245857,0.192678
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,glaz.tv,808,0,0.00%,0,0,0,0.238572,0.186969
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,livejournal.com,806,1,0.12%,0,0,0,0.100587,0.07883
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,myrussia.life,797,0,0.00%,0,0,0,0.090605,0.071007
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,jauns.lv,794,2,0.25%,0,0,0,0.199343,0.156225
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,eustiu.com,789,2,0.25%,0,0,0,0.326142,0.255597
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gismeteo.ua,787,0,0.00%,0,0,0,0.151343,0.118607
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,press.try.md,787,0,0.00%,0,0,0,0.17741,0.139036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,chess.com,785,0,0.00%,0,0,0,0.139486,0.109315
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,inforuss.info,760,3,0.40%,0,0,0,0.144928,0.11358
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,subiecte.citatepedia.ro,755,2,0.27%,0,0,0,0.147211,0.115369
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,aparatorul.md,752,0,0.00%,0,0,0,0.194835,0.152692
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,building-tech.org,745,0,0.00%,0,0,0,0.206167,0.161573
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,canal2.md,744,0,0.00%,0,0,0,0.053161,0.041662
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,lifehacker.ru,744,1,0.13%,0,0,0,0.240053,0.188129
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,auto-data.net,743,0,0.00%,0,0,0,0.184211,0.144366
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,letidor.ru,743,0,0.00%,0,0,0,0.13889,0.108848
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mesajefrumoase.com,741,0,0.00%,0,0,0,0.137638,0.107867
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,scrieunblog.com,738,1,0.14%,0,0,0,0.172966,0.135553
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,isralove.org,731,1,0.14%,0,0,0,0.223525,0.175176
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,m.9gag.com,730,0,0.00%,0,0,0,0.157202,0.123199
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,despreseriale.net,729,1,0.14%,0,0,0,0.150574,0.118005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,femmie.ru,729,1,0.14%,0,0,0,0.200678,0.157271
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,romondonews24.com,724,1,0.14%,0,0,0,0.064116,0.050248
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vz.ru,724,0,0.00%,0,0,0,0.093601,0.073355
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mygratulations.com,721,2,0.28%,0,0,0,0.24641,0.193111
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,prime.md,721,6,0.83%,0,0,0,0.461546,0.361713
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,anamariavasile.com,719,5,0.70%,0,0,0,0.200143,0.156852
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,spynews.ro,717,1,0.14%,0,0,0,0.133695,0.104777
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,voxbiz.ro,717,4,0.56%,0,0,0,0.383138,0.300265
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,w-mir.ru,716,2,0.28%,0,0,0,0.113453,0.088913
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,znaj.ua,714,0,0.00%,0,0,0,0.169363,0.13273
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,segodnya.ua,709,5,0.71%,0,0,0,0.169094,0.132519
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stiripesurse.ro,707,4,0.57%,0,0,0,0.19676,0.154201
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ciao.ro,701,1,0.14%,0,0,0,0.11188,0.08768
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gustos.ro,700,1,0.14%,0,0,0,0.150267,0.117764
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hoprea.ro,697,0,0.00%,0,0,0,0.114545,0.089769
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hostmp3.ru,694,1,0.14%,0,0,0,0.167925,0.131603
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,extranews.ro,693,2,0.29%,0,0,0,0.261673,0.205073
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,romaniatv.net,693,1,0.14%,0,0,0,0.139033,0.10896
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,life-dom2.su,690,3,0.44%,0,0,0,0.106665,0.083593
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,clutch.ua,686,2,0.29%,0,0,0,0.165256,0.129511
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,demamici.ro,686,3,0.44%,0,0,0,0.254618,0.199544
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,creeaza.com,684,0,0.00%,0,0,0,0.103822,0.081365
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,chapchap.su,683,10,1.46%,0,0,0,0.555276,0.435169
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,eushtiu.com,682,5,0.73%,0,0,0,0.240447,0.188438
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,comments.ua,681,2,0.29%,0,0,0,0.183863,0.144093
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,android-1.com,677,3,0.44%,0,0,0,0.248784,0.194972
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gazetaromaneasca.com,676,0,0.00%,0,0,0,0.200481,0.157117
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,baldej.su,675,4,0.59%,0,0,0,0.177451,0.139068
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,top-radio.ru,675,3,0.44%,0,0,0,0.173453,0.135935
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,autoscout24.ro,673,1,0.15%,0,0,0,0.16203,0.126983
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cursbnm.md,664,1,0.15%,0,0,0,0.159186,0.124754
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,today.ua,662,4,0.60%,0,0,0,0.15819,0.123973
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sfatulparintilor.ro,659,0,0.00%,0,0,0,0.06642,0.052053
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vashsport.com,656,3,0.46%,0,0,0,0.093351,0.073159
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,newspmr.com,650,0,0.00%,0,0,0,0.147729,0.115775
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,zakat.net.ua,648,1,0.15%,0,0,0,0.111586,0.08745
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,poezii.citatepedia.ro,647,2,0.31%,0,0,0,0.11212,0.087868
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,didactic.ro,642,0,0.00%,0,0,0,0.112634,0.088271
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sovkusom.ru,641,1,0.16%,0,0,0,0.165768,0.129912
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,yablyk.com,640,0,0.00%,0,0,0,0.080462,0.063058
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kino-teka.com,639,3,0.47%,0,0,0,0.164725,0.129095
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,kfetele.ro,638,0,0.00%,0,0,0,0.065137,0.051048
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,hochu.ua,637,3,0.47%,0,0,0,0.161645,0.126681
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,radiosimplu.ro,636,1,0.16%,0,0,0,0.113041,0.08859
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,postila.ru,632,2,0.32%,0,0,0,0.197504,0.154784
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,iphones.ru,631,0,0.00%,0,0,0,0.05566,0.043621
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,jamilacuisine.ro,630,0,0.00%,0,0,0,0.199157,0.156079
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,russpil.ru,630,2,0.32%,0,0,0,0.182065,0.142684
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,retete-usoare.eu,628,2,0.32%,0,0,0,0.210685,0.165114
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ZEDGE™ Ringtones & Wallpapers - Android (net.zedge.android),626,4,0.64%,0,0,0,0.228427,0.179018
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,devorbacutine.eu,625,0,0.00%,0,0,0,0.126309,0.098988
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,eadaily.com,624,1,0.16%,0,0,0,0.237148,0.185853
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,2ip.ru,621,1,0.16%,0,0,0,0.17004,0.13326
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,do-slez.com,621,0,0.00%,0,0,0,0.128784,0.100928
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,life.ru,621,0,0.00%,0,0,0,0.091379,0.071614
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stirinonstop.md,621,0,0.00%,0,0,0,0.209938,0.164528
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Automatic Call Recorder Pro - Android (com.smsrobot.callu),620,3,0.48%,0,0,0,0.27708,0.217147
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,MX Player - Android (com.mxtech.videoplayer.ad),620,3,0.48%,0,0,0,0.153521,0.120314
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fest.md,620,3,0.48%,0,0,0,0.156782,0.12287
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,m.gsmarena.com,617,1,0.16%,0,0,0,0.12642,0.099075
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gramaticalimbiiromane.ro,612,1,0.16%,0,0,0,0.072208,0.056589
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,zewaka.net,611,1,0.16%,0,0,0,0.150266,0.117763
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,impact.ro,610,0,0.00%,0,0,0,0.135942,0.106538
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,lalena.ro,605,2,0.33%,0,0,0,0.170631,0.133723
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,anidescoala.ro,604,0,0.00%,0,0,0,0.135363,0.106084
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,zhurnal-lady.com,601,0,0.00%,0,0,0,0.154638,0.12119
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tv8.md,600,0,0.00%,0,0,0,0.208409,0.16333
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,holostiak.su,598,3,0.50%,0,0,0,0.256773,0.201233
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ria.ru,598,0,0.00%,0,0,0,0.117301,0.091929
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mysekret.ru,594,1,0.17%,0,0,0,0.11694,0.091646
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,boom.ms,590,6,1.02%,0,0,0,0.175858,0.13782
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sourceforge.net,590,0,0.00%,0,0,0,0.127042,0.099563
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,respectsiprietenie.ro,589,0,0.00%,0,0,0,0.146651,0.11493
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,romedic.ro,588,1,0.17%,0,0,0,0.188881,0.148026
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,incredibilia.ro,578,1,0.17%,0,0,0,0.169399,0.132758
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,okmagazine.ro,571,0,0.00%,0,0,0,0.081439,0.063824
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fakty.ua,570,4,0.70%,0,0,0,0.246315,0.193037
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,medmafia.ru,570,1,0.18%,0,0,0,0.153694,0.12045
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sunhome.ru,567,4,0.71%,0,0,0,0.133172,0.104367
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,youtebem.com,560,0,0.00%,0,0,0,0.093723,0.073451
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topvkusniashki.ru,556,0,0.00%,0,0,0,0.059412,0.046561
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cyberforum.ru,555,0,0.00%,0,0,0,0.117766,0.092293
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,freemeteo.com,555,1,0.18%,0,0,0,0.104989,0.08228
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,real-news24.ru,555,2,0.36%,0,0,0,0.105939,0.083024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stiucum.com,555,2,0.36%,0,0,0,0.078385,0.06143
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ru-m.org,553,3,0.54%,0,0,0,0.060103,0.047103
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,testauto.eu,553,1,0.18%,0,0,0,0.115077,0.090186
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,9gag.com,552,0,0.00%,0,0,0,0.129976,0.101862
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cinemagia.ro,552,0,0.00%,0,0,0,0.110329,0.086465
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,avramflorea.ro,551,2,0.36%,0,0,0,0.16399,0.128519
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,stiinta-mister.ro,548,2,0.37%,0,0,0,0.171187,0.134159
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wikihow.com,548,3,0.55%,0,0,0,0.173558,0.136017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ferra.ru,547,0,0.00%,0,0,0,0.10161,0.079632
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,astrocafe.ro,543,0,0.00%,0,0,0,0.069732,0.054649
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,medcentre.com.ua,543,2,0.37%,0,0,0,0.128662,0.100832
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fakty.com.ua,542,1,0.19%,0,0,0,0.1333,0.104467
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,golbis.com,542,0,0.00%,0,0,0,0.074585,0.058452
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,clickpentrufemei.ro,537,0,0.00%,0,0,0,0.079797,0.062537
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mirpozitiva.ru,534,0,0.00%,0,0,0,0.121023,0.094846
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,popmech.ru,534,0,0.00%,0,0,0,0.156671,0.122783
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,Mi Music - Android (com.miui.player),530,0,0.00%,0,0,0,0.257626,0.201901
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tut.by,530,0,0.00%,0,0,0,0.12578,0.098574
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,echo.msk.ru,529,0,0.00%,0,0,0,0.142144,0.111398
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,killtime.su,525,1,0.19%,0,0,0,0.098879,0.077491
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,wlooks.ru,525,0,0.00%,0,0,0,0.145858,0.114309
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ofigenno.com,524,1,0.19%,0,0,0,0.127294,0.09976
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,totul.md,524,1,0.19%,0,0,0,0.117613,0.092173
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,mirvokrug.cc,520,2,0.39%,0,0,0,0.158554,0.124259
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,3dnews.ru,515,1,0.19%,0,0,0,0.149104,0.116853
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gamak.tv,514,0,0.00%,0,0,0,0.046647,0.036557
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,cpykami.ru,513,0,0.00%,0,0,0,0.089011,0.069758
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,rotalianul.com,510,4,0.78%,0,0,0,0.135312,0.106044
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,fotor.com,507,1,0.20%,0,0,0,0.124416,0.097505
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,leprechaun.land,504,0,0.00%,0,0,0,0.158017,0.123838
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,habr.com,502,0,0.00%,0,0,0,0.150312,0.117799
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,sinoptik.ua,502,0,0.00%,0,0,0,0.096763,0.075833
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,obaldela.ru,501,1,0.20%,0,0,0,0.102168,0.080069
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,investing.com,500,0,0.00%,0,0,0,0.087053,0.068223
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,felicit.eu,499,2,0.40%,0,0,0,0.164424,0.128859
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,gandul.info,499,0,0.00%,0,0,0,0.077262,0.06055
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,yellowpages.md,499,0,0.00%,0,0,0,0.019946,0.015632
